ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2312,Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5 kmpl,998 CC,,5,4.15
2313,Toyota Corolla H4,Chennai,2005,83929,,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,2.6
2314,Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,4.49
2315,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.99 kmpl,2494 CC,100 bhp,8,8
2316,Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,18.5 kmpl,0CC,80 bhp,5,4.05
2317,Hyundai Verna CRDi ABS,Chennai,2009,160000,,Manual,Second,18.1 kmpl,1493 CC,110 bhp,5,3.5
2318,Volkswagen Polo 1.5 TDI Highline,,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,4.75
2319,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,5.5
2320,Maruti Alto K10 LXI CNG,Pune,2015,59525,CNG,Manual,Second,32.26 km/kg,998 CC,58.2 bhp,4,3.1
2321,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,7.5
2322,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,3
2323,Toyota Innova 2.5 V Diesel 8-seater,Delhi,2010,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,5.45
2324,Hyundai Verna Transform SX VGT CRDi,Ahmedabad,2010,,Diesel,Manual,First,16.2 kmpl,1493 CC,110 bhp,5,3.45
2325,Volvo XC60 D4 Summum,Hyderabad,2012,86000,Diesel,Automatic,Second,14.7 kmpl,0CC,163 bhp,5,18.25
2326,Honda Brio S Option AT,Coimbatore,2013,33709,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4.9
2327,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5,2.6
2328,Jaguar XJ 3.0L Portfolio,Delhi,2016,12000,Diesel,Automatic,,10.5 kmpl,2993 CC,271.23 bhp,4,79
2329,BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,Diesel,Automatic,First,22.48 kmpl,1995 CC,,5,22.45
2330,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,6.54
2331,Maruti Ertiga ZDI,Delhi,,68000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,4.85
2332,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,28.85
2333,Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,2.9
2334,Skoda Superb Elegance 1.8 TSI AT,Kochi,2016,56674,,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,14.05
2335,Maruti Swift VXI,Coimbatore,2013,,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,4.57
2336,Hyundai Santro DX,Hyderabad,2007,96000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,2.2
2337,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,,5,1.85
2338,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,1.09
2339,Honda Jazz V,,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,5.9
2340,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,8.25
2341,Maruti Ciaz ZXi,Pune,2014,49500,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,6
2342,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5,32.73
2343,Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4,75
2344,Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,12.25
2345,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,3.32
2346,Hyundai Grand i10 Sportz,Kochi,,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,5.43
2347,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,6.17
2348,Toyota Innova Crysta 2.4 GX MT 8S,Hyderabad,2017,52000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,17.5
2349,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.5
2350,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,4.9
2351,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,,5,2.29
2352,Renault KWID RXT Optional,Hyderabad,2018,,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.45
2353,Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85 kmpl,2967 CC,300 bhp,4,75
2354,Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,6.61
2355,Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4.25
2356,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,5,5
2357,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,4.96
2358,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,27.3
2359,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,6.5
2360,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,6.5
2361,Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,1.95
2362,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,,5,43.6
2363,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,12.99 kmpl,0CC,100.6 bhp,7,10.25
2364,Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8 kmpl,2953 CC,156 bhp,7,4.24
2365,Honda Amaze S i-Dtech,Delhi,,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4.5
2366,Datsun Redi GO Sport,Bangalore,2017,12000,Petrol,Manual,First,22.7 kmpl,799 CC,,5,3.1
2367,Honda CR-V 2.4 AT,Pune,2007,115800,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5,3.8
2368,Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45 kmpl,1461 CC,,5,5.35
2369,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.55
2370,Hyundai i10 Sportz 1.2 AT,Pune,2013,,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,3.65
2371,Maruti Alto LXi,Delhi,2008,90000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,1.25
2372,Audi A4 New 2.0 TDI Multitronic,Delhi,,69000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,10.25
2373,Maruti Wagon R LXI CNG,Delhi,2014,62549,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,2.95
2374,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,,7,43.78
2375,Tata Indigo LX BSII,Hyderabad,2005,92000,Diesel,Manual,Second,16.1 kmpl,1405 CC,70 bhp,5,1.1
2376,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,Diesel,Automatic,,13.0 kmpl,2143 CC,204 bhp,5,24.5
2377,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,4.25
2378,BMW 5 Series 520d Sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48 kmpl,0CC,,,18
2379,Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,6.7
2380,Hyundai Grand i10 Asta Option,Coimbatore,2017,31576,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,7.85
2381,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9 kmpl,0CC,130 bhp,5,2.25
2382,Toyota Fortuner 4x2 4 Speed AT,Pune,2012,,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,13.5
2383,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,44
2384,Honda Accord 2.4 Elegance A/T,Chennai,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5,6.5
2385,Tata Indigo CS eVX,Pune,2016,52000,Diesel,Manual,Second,25.0 kmpl,0CC,69.01 bhp,5,2.4
2386,Toyota Fortuner 2.8 4WD MT,Kochi,,105072,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,13.28
2387,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,,5,4.4
2388,Honda Amaze S i-Dtech,Pune,2014,71000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,4.5
2389,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,Diesel,Manual,First,17.0 kmpl,1896 CC,,5,3.11
2390,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2011,42500,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5,5.25
2391,Honda Jazz V,,2011,46000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,4.5
2392,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,3.5
2393,Tata Indica Vista TDI LS,Mumbai,2014,75000,Diesel,Manual,First,19.1 kmpl,1405 CC,70 bhp,5,3.3
2394,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,3.25
2395,Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,12.9 kmpl,0CC,174.5 bhp,7,33.13
2396,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,Diesel,Manual,First,11.5 kmpl,0CC,171 bhp,7,8.99
2397,Hyundai i10 Magna AT,Coimbatore,2011,50058,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,3.84
2398,BMW X1 sDrive20d,Bangalore,2016,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,28.5
2399,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,3.25
2400,Honda City 1.5 E MT,Kolkata,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2.5
2401,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,4
2402,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,6.25
2403,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5,1.1
2404,Toyota Qualis RS E2,Pune,,215750,Diesel,Manual,Second,0.0 kmpl,2446 CC,null bhp,10,3.5
2405,Chevrolet Beat Diesel LS,Bangalore,2015,,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,2.35
2406,Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,,5,3.25
2407,Mahindra XUV500 W8 2WD,Coimbatore,2014,,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,10.09
2408,Audi Q7 4.2 TDI Quattro Technology,Kochi,2014,79926,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,29.77
2409,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,3
2410,Honda City i DTEC VX Option,Coimbatore,2017,45366,,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,10.88
2411,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,,18.9 kmpl,1197 CC,82 bhp,5,5.72
2412,Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.51
2413,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,3.45
2414,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2018,29091,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,45.52
2415,Tata Bolt Revotron XT,Chennai,2016,10000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,4
2416,Chevrolet Cruze LTZ,Kochi,2014,52895,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,6.02
2417,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,16.25
2418,Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,2.55
2419,Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,Diesel,Manual,First,23.59 kmpl,1364 CC,,5,5.75
2420,Maruti Alto K10 VXI,Kolkata,2018,2100,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.6
2421,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,9.25
2422,Honda City i VTEC VX,Ahmedabad,,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.9
2423,Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9 kmpl,1197 CC,,5,4.6
2424,BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5,31
2425,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,8.09
2426,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,23152,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,39.22
2427,Hyundai Verna VTVT 1.6 AT EX,,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,5.44
2428,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,3.15
2429,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,9.2
2430,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,Diesel,Manual,First,12.8 kmpl,2494 CC,,8,15.5
2431,Mini Cooper Countryman D High,Coimbatore,,45535,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5,19.41
2432,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,5.55
2433,Land Rover Discovery 4 TDV6 SE,Delhi,2013,,Diesel,Automatic,Second,11.8 kmpl,2993 CC,180 bhp,7,34
2434,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,Diesel,Automatic,First,19.27 kmpl,2143 CC,,5,8.95
2435,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5,1.6
2436,Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49 kmpl,2179 CC,138.03 bhp,,5.9
2437,Fiat Linea Emotion (Diesel),Kolkata,2010,145000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5,2.6
2438,Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,6.5
2439,Honda City V MT Exclusive,Kochi,2015,53442,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,7
2440,Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17.0 kmpl,0CC,null bhp,5,1.99
2441,Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,3
2442,Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,5.75
2443,Ford Figo Diesel Titanium,Pune,2015,92000,Diesel,Manual,,20.0 kmpl,1399 CC,68.05 bhp,5,4.25
2444,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,4.14
2445,Toyota Fortuner 4x2 Manual,Delhi,2014,107000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,16.5
2446,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,Diesel,Manual,First,24.0 kmpl,1186 CC,,5,5.92
2447,Honda City 1.5 V AT Sunroof,Kochi,2016,,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,8.73
2448,Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,Manual,Second,17.3 kmpl,993 CC,,5,1.2
2449,Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.2
2450,Maruti Wagon R LX,Jaipur,2006,110000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,1.11
2451,Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,7
2452,Hyundai EON D Lite Plus,Ahmedabad,2015,20000,Petrol,Manual,First,21.1 kmpl,814 CC,,5,2.66
2453,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,30.85
2454,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,,8,7.8
2455,Mahindra XUV500 W8 4WD,Pune,2014,81000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,9
2456,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,16.5
2457,Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,18.53 kmpl,0CC,187.74 bhp,5,24
2458,Mahindra Bolero ZLX,Chennai,2012,35000,Diesel,Manual,First,13.6 kmpl,2523 CC,null bhp,7,7
2459,BMW X1 sDrive 20d Sportline,Delhi,2015,49000,Diesel,Automatic,First,17.05 kmpl,0CC,184 bhp,5,22.99
2460,Honda City i DTEC VX,Kochi,2017,,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,9.44
2461,Maruti Ciaz RS ZXi Plus,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,7.19
2462,Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,6.46
2463,Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,,20
2464,Mercedes-Benz GLE 350d,Bangalore,2016,,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,60.75
2465,Maruti Wagon R LXI CNG,Pune,2015,70000,CNG,Manual,First,26.2 km/kg,998 CC,,5,3.65
2466,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,,5,3.8
2467,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,8.75
2468,Mahindra Scorpio 2.6 DX,Chennai,2005,120000,Diesel,Manual,Second,12.7 kmpl,2609 CC,116.6 bhp,8,2.9
2469,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,57
2470,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,,1197 CC,78.9 bhp,5,3.2
2471,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,10.25
2472,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,,5,2.95
2473,Honda City i VTEC CVT VX,Hyderabad,2016,14000,,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,11.5
2474,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,7.5
2475,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5,7.75
2476,Hyundai Santro Xing GLS,Bangalore,2008,,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,2.22
2477,Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28 kmpl,1798 CC,,5,9.75
2478,Toyota Camry Hybrid,Pune,2018,,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,32
2479,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,6.63
2480,Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,Manual,First,24.7 kmpl,796 CC,,5,2.8
2481,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,,5,13.55
2482,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,8.25
2483,Hyundai Verna 1.6 CRDI,Coimbatore,2016,37882,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,9.19
2484,Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,,17.4 kmpl,1497 CC,117.3 bhp,5,4.75
2485,Hyundai Verna 1.6 SX VTVT,Coimbatore,2019,6028,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,11.54
2486,BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,,1995 CC,190 bhp,5,32.78
2487,Volvo V40 Cross Country D3,Bangalore,2014,32700,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5,20
2488,Mercedes-Benz B Class B200 CDI,Pune,2014,53753,Diesel,Automatic,Second,15.0 kmpl,2143 CC,,5,16.75
2489,Nissan Sunny 2011-2014 Diesel XL,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,1461 CC,,5,3.75
2490,Tata Indica Vista TDI LX,Jaipur,2012,90000,Diesel,Manual,First,19.4 kmpl,1405 CC,70 bhp,5,2.5
2491,Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,,21.13 kmpl,1498 CC,108.4 bhp,5,10.5
2492,Renault Duster 110PS Diesel RxL,Hyderabad,2015,,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,7.99
2493,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,29.95
2494,Ford EcoSport 1.5 Petrol Trend,Kolkata,,21460,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,6
2495,Volkswagen Ameo 1.5 TDI Highline AT,Coimbatore,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5,8.89
2496,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,6.82
2497,Toyota Etios GD,Delhi,2013,70000,Diesel,Manual,,23.59 kmpl,1364 CC,null bhp,5,3.88
2498,Hyundai i10 Sportz,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,4.87
2499,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.3
2500,Mercedes-Benz E-Class E250 CDI Launch Edition,Kochi,2016,46936,Diesel,Automatic,,13.0 kmpl,2143 CC,204 bhp,5,29.6
2501,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,,11.8 kmpl,2720 CC,190 bhp,7,14
2502,Jaguar XF 2.2 Litre Luxury,Kochi,2016,13418,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,33.63
2503,Porsche Boxster S tiptronic,Kolkata,2015,,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,2,64
2504,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,,22.69 kmpl,1995 CC,190 bhp,5,9.25
2505,Maruti Omni 8 Seater BSII,Jaipur,2004,66624,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,8,0.85
2506,Hyundai i20 Magna Optional 1.4 CRDi,Delhi,2013,64500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,3.65
2507,Ford Figo Diesel EXI,Chennai,2011,76000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,2.4
2508,Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,Diesel,Automatic,First,13.5 kmpl,0CC,282 bhp,5,18.5
